#------------------------------------------------- WARNING --------------------------------------------
#
# The data you have obtained from this automated Natural Resources Conservation Service
# database are subject to revision regardless of indicated Quality Assurance level.
# Data are released on condition that neither the NRCS nor the United States Government
# may be held liable for any damages resulting from its use.
#
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
#
# Support Contact: usdafpacbc@midatl.service-now.com
#
#------------------------------------------------------------------------------------------------------
#
# Reporting Frequency: Daily
# Date Range: 2009-10-01 to 2019-05-08
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 978: Bogus Basin, ID
#
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description
# Snow Depth             Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           SNWD          Total snow depth
# Snow Water Equivalent  Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously
#
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
#
#------------------------------------------------------------------------------------------------------
#
# Bogus Basin (978)
# Idaho  SNOTEL Site - 6340 ft
# Reporting Frequency: Daily; Date Range: 2009-10-01 to 2019-05-08
#
# As of: May 8, 2019 6:27:25 AM GMT-08:00
#
Date,Snow Depth (cm) Start of Day Values,Snow Water Equivalent (mm) Start of Day Values
2016-01-01,142,378
2016-01-02,142,378
2016-01-03,140,378
2016-01-04,137,378
2016-01-05,135,381
2016-01-06,135,381
2016-01-07,135,381
2016-01-08,135,381
2016-01-09,135,381
2016-01-10,132,381
2016-01-11,132,381
2016-01-12,132,386
2016-01-13,130,391
2016-01-14,140,399
2016-01-15,137,406
2016-01-16,145,411
2016-01-17,150,422
2016-01-18,150,429
2016-01-19,152,437
2016-01-20,170,462
2016-01-21,175,478
2016-01-22,170,480
2016-01-23,168,480
2016-01-24,170,490
2016-01-25,168,493
2016-01-26,165,493
2016-01-27,165,493
2016-01-28,163,495
2016-01-29,168,503
2016-01-30,173,526
2016-01-31,170,526
2016-02-01,170,526
2016-02-02,168,526
2016-02-03,168,526
2016-02-04,168,526
2016-02-05,173,536
2016-02-06,173,538
2016-02-07,170,536
2016-02-08,168,533
2016-02-09,168,533
2016-02-10,165,533
2016-02-11,165,533
2016-02-12,163,536
2016-02-13,160,536
2016-02-14,163,536
2016-02-15,165,559
2016-02-16,157,559
2016-02-17,157,559
2016-02-18,155,559
2016-02-19,168,572
2016-02-20,168,572
2016-02-21,168,572
2016-02-22,165,572
2016-02-23,165,572
2016-02-24,165,572
2016-02-25,163,572
2016-02-26,163,572
2016-02-27,160,574
2016-02-28,165,582
2016-02-29,163,582
2016-03-01,163,582
2016-03-02,160,582
2016-03-03,160,584
2016-03-04,157,587
2016-03-05,155,587
2016-03-06,147,574
2016-03-07,152,574
2016-03-08,155,587
2016-03-09,155,594
2016-03-10,155,599
2016-03-11,150,599
2016-03-12,145,599
2016-03-13,147,599
2016-03-14,160,605
2016-03-15,168,612
2016-03-16,178,630
2016-03-17,178,640
2016-03-18,175,640
2016-03-19,173,640
2016-03-20,168,643
2016-03-21,163,645
2016-03-22,165,655
2016-03-23,168,655
2016-03-24,168,658
2016-03-25,168,660
2016-03-26,170,665
2016-03-27,170,668
2016-03-28,170,671
2016-03-29,168,671
2016-03-30,165,668
2016-03-31,163,665
2016-04-01,157,663
2016-04-02,155,660
2016-04-03,152,650
2016-04-04,150,640
2016-04-05,147,635
2016-04-06,147,627
2016-04-07,142,620
2016-04-08,137,602
2016-04-09,135,582
2016-04-10,127,556
2016-04-11,122,533
2016-04-12,117,513
2016-04-13,112,498
2016-04-14,109,490
2016-04-15,124,508
2016-04-16,122,513
2016-04-17,117,513
2016-04-18,112,503
2016-04-19,109,483
2016-04-20,102,460
2016-04-21,94,434
2016-04-22,86,401
2016-04-23,81,373
2016-04-24,79,361
2016-04-25,76,353
2016-04-26,74,340
2016-04-27,69,320
2016-04-28,66,312
2016-04-29,64,290
2016-04-30,58,274
2016-05-01,53,249
2016-05-02,48,231
2016-05-03,43,206
2016-05-04,38,175
2016-05-05,30,140
2016-05-06,20,104
2016-05-07,10,58
2016-05-08,3,18
2016-05-09,0,0
2016-05-10,0,0
2016-05-11,0,0
2016-05-12,0,0
2016-05-13,0,0
2016-05-14,0,0
2016-05-15,0,0
2016-05-16,0,0
2016-05-17,0,0
2016-05-18,0,0
2016-05-19,0,0
2016-05-20,0,0
2016-05-21,0,0
2016-05-22,0,0
2016-05-23,0,0
2016-05-24,0,0
2016-05-25,0,0
2016-05-26,0,0
2016-05-27,0,0
2016-05-28,0,0
2016-05-29,0,0
2016-05-30,0,0
2016-05-31,0,0
2016-06-01,0,0
2016-06-02,0,0
2016-06-03,0,0
2016-06-04,0,0
2016-06-05,0,0
2016-06-06,0,0
2016-06-07,0,0
2016-06-08,0,0
2016-06-09,0,0
2016-06-10,0,0
2016-06-11,0,0
2016-06-12,0,0
2016-06-13,0,0
2016-06-14,0,0
2016-06-15,0,0
2016-06-16,0,0
2016-06-17,0,0
2016-06-18,0,0
2016-06-19,0,0
2016-06-20,0,0
2016-06-21,0,0
2016-06-22,0,0
2016-06-23,0,0
2016-06-24,0,0
2016-06-25,0,0
2016-06-26,0,0
2016-06-27,0,0
2016-06-28,0,0
2016-06-29,0,0
2016-06-30,0,0
2016-07-01,0,0
2016-07-02,0,0
2016-07-03,0,0
2016-07-04,0,0
2016-07-05,0,0
2016-07-06,0,0
2016-07-07,0,0
2016-07-08,0,0
2016-07-09,0,0
2016-07-10,0,0
2016-07-11,0,0
2016-07-12,0,0
2016-07-13,0,0
2016-07-14,0,0
2016-07-15,0,0
2016-07-16,0,0
2016-07-17,0,0
2016-07-18,0,0
2016-07-19,0,0
2016-07-20,0,0
2016-07-21,0,0
2016-07-22,0,0
2016-07-23,0,0
2016-07-24,0,0
2016-07-25,0,0
2016-07-26,0,0
2016-07-27,0,0
2016-07-28,0,0
2016-07-29,0,0
2016-07-30,0,0
2016-07-31,0,0
2016-08-01,0,0
2016-08-02,0,0
2016-08-03,0,0
2016-08-04,0,0
2016-08-05,0,0
2016-08-06,0,0
2016-08-07,0,0
2016-08-08,0,0
2016-08-09,0,0
2016-08-10,0,0
2016-08-11,0,0
2016-08-12,0,0
2016-08-13,0,0
2016-08-14,0,0
2016-08-15,0,0
2016-08-16,0,0
2016-08-17,0,0
2016-08-18,0,0
2016-08-19,0,0
2016-08-20,0,0
2016-08-21,0,0
2016-08-22,0,0
2016-08-23,0,0
2016-08-24,0,0
2016-08-25,0,0
2016-08-26,0,0
2016-08-27,0,0
2016-08-28,0,0
2016-08-29,0,0
2016-08-30,0,0
2016-08-31,0,0
2016-09-01,0,0
2016-09-02,0,0
2016-09-03,0,0
2016-09-04,0,0
2016-09-05,0,0
2016-09-06,0,0
2016-09-07,0,0
2016-09-08,0,0
2016-09-09,0,0
2016-09-10,0,0
2016-09-11,0,0
2016-09-12,0,0
2016-09-13,0,0
2016-09-14,0,0
2016-09-15,0,0
2016-09-16,0,0
2016-09-17,0,0
2016-09-18,0,0
2016-09-19,0,0
2016-09-20,0,0
2016-09-21,0,0
2016-09-22,0,0
2016-09-23,0,0
2016-09-24,0,0
2016-09-25,0,0
2016-09-26,0,0
2016-09-27,0,0
2016-09-28,0,0
2016-09-29,0,0
2016-09-30,0,0
2016-10-01,0,0
2016-10-02,0,0
2016-10-03,0,0
2016-10-04,0,0
2016-10-05,0,0
2016-10-06,0,0
2016-10-07,0,0
2016-10-08,0,0
2016-10-09,0,0
2016-10-10,0,0
2016-10-11,0,0
2016-10-12,0,0
2016-10-13,0,0
2016-10-14,0,0
2016-10-15,0,0
2016-10-16,0,0
2016-10-17,0,0
2016-10-18,0,0
2016-10-19,5,8
2016-10-20,5,5
2016-10-21,0,0
2016-10-22,0,0
2016-10-23,0,0
2016-10-24,0,0
2016-10-25,0,0
2016-10-26,0,0
2016-10-27,0,0
2016-10-28,0,0
2016-10-29,0,0
2016-10-30,0,0
2016-10-31,0,0
2016-11-01,0,0
2016-11-02,0,0
2016-11-03,0,0
2016-11-04,0,0
2016-11-05,0,0
2016-11-06,0,0
2016-11-07,0,0
2016-11-08,0,0
2016-11-09,0,0
2016-11-10,0,0
2016-11-11,0,0
2016-11-12,0,0
2016-11-13,0,0
2016-11-14,0,0
2016-11-15,0,0
2016-11-16,0,0
2016-11-17,0,0
2016-11-18,0,0
2016-11-19,0,0
2016-11-20,0,0
2016-11-21,0,0
2016-11-22,0,0
2016-11-23,3,3
2016-11-24,3,5
2016-11-25,5,8
2016-11-26,3,10
2016-11-27,3,10
2016-11-28,5,13
2016-11-29,15,23
2016-11-30,13,23
2016-12-01,15,25
2016-12-02,20,25
2016-12-03,18,28
2016-12-04,15,33
2016-12-05,28,48
2016-12-06,25,48
2016-12-07,33,53
2016-12-08,28,53
2016-12-09,33,64
2016-12-10,48,89
2016-12-11,56,109
2016-12-12,53,109
2016-12-13,56,117
2016-12-14,64,117
2016-12-15,58,122
2016-12-16,58,137
2016-12-17,69,137
2016-12-18,66,137
2016-12-19,66,137
2016-12-20,64,145
2016-12-21,66,147
2016-12-22,64,147
2016-12-23,64,147
2016-12-24,71,160
2016-12-25,84,173
2016-12-26,81,173
2016-12-27,79,173
2016-12-28,94,193
2016-12-29,91,193
2016-12-30,89,196
2016-12-31,84,196
2017-01-01,84,196
2017-01-02,86,196
2017-01-03,91,198
2017-01-04,91,203
2017-01-05,97,208
2017-01-06,97,208
2017-01-07,91,208
2017-01-08,91,221
2017-01-09,97,254
2017-01-10,109,267
2017-01-11,137,318
2017-01-12,155,348
2017-01-13,147,348
2017-01-14,145,348
2017-01-15,140,348
2017-01-16,137,348
2017-01-17,132,348
2017-01-18,130,348
2017-01-19,157,396
2017-01-20,163,417
2017-01-21,163,417
2017-01-22,170,422
2017-01-23,173,432
2017-01-24,178,439
2017-01-25,173,439
2017-01-26,168,439
2017-01-27,165,439
2017-01-28,163,439
2017-01-29,160,439
2017-01-30,157,439
2017-01-31,155,439
2017-02-01,152,439
2017-02-02,152,439
2017-02-03,155,442
2017-02-04,160,452
2017-02-05,168,470
2017-02-06,165,475
2017-02-07,168,485
2017-02-08,175,503
2017-02-09,170,508
2017-02-10,160,508
2017-02-11,155,508
2017-02-12,155,508
2017-02-13,152,508
2017-02-14,152,508
2017-02-15,150,508
2017-02-16,150,508
2017-02-17,150,513
2017-02-18,155,521
2017-02-19,173,554
2017-02-20,178,556
2017-02-21,178,574
2017-02-22,175,574
2017-02-23,175,577
2017-02-24,213,594
2017-02-25,206,594
2017-02-26,201,597
2017-02-27,196,602
2017-02-28,208,610
2017-03-01,221,620
2017-03-02,213,622
2017-03-03,208,625
2017-03-04,208,632
2017-03-05,211,638
2017-03-06,213,640
2017-03-07,226,660
2017-03-08,231,686
2017-03-09,224,693
2017-03-10,213,696
2017-03-11,206,688
2017-03-12,203,683
2017-03-13,198,681
2017-03-14,196,678
2017-03-15,188,678
2017-03-16,183,698
2017-03-17,178,645
2017-03-18,173,635
2017-03-19,168,630
2017-03-20,163,615
2017-03-21,160,605
2017-03-22,155,594
2017-03-23,152,592
2017-03-24,152,592
2017-03-25,157,607
2017-03-26,157,612
2017-03-27,165,615
2017-03-28,165,625
2017-03-29,163,627
2017-03-30,157,645
2017-03-31,178,653
2017-04-01,160,643
2017-04-02,155,635
2017-04-03,152,632
2017-04-04,152,635
2017-04-05,152,622
2017-04-06,147,617
2017-04-07,142,610
2017-04-08,142,602
2017-04-09,145,602
2017-04-10,142,602
2017-04-11,145,602
2017-04-12,145,607
2017-04-13,137,605
2017-04-14,140,605
2017-04-15,157,612
2017-04-16,147,620
2017-04-17,142,617
2017-04-18,137,607
2017-04-19,137,599
2017-04-20,135,592
2017-04-21,137,587
2017-04-22,135,592
2017-04-23,130,577
2017-04-24,124,559
2017-04-25,140,577
2017-04-26,140,594
2017-04-27,142,612
2017-04-28,140,612
2017-04-29,140,615
2017-04-30,137,610
2017-05-01,132,602
2017-05-02,130,589
2017-05-03,127,574
2017-05-04,119,549
2017-05-05,109,516
2017-05-06,102,480
2017-05-07,94,442
2017-05-08,89,424
2017-05-09,86,409
2017-05-10,81,384
2017-05-11,74,361
2017-05-12,66,328
2017-05-13,69,318
2017-05-14,69,320
2017-05-15,66,330
2017-05-16,64,320
2017-05-17,74,330
2017-05-18,79,335
2017-05-19,71,330
2017-05-20,64,315
2017-05-21,58,300
2017-05-22,56,274
2017-05-23,48,241
2017-05-24,38,203
2017-05-25,33,165
2017-05-26,30,145
2017-05-27,25,112
2017-05-28,18,86
2017-05-29,10,51
2017-05-30,0,0
2017-05-31,0,0
2017-06-01,0,0
2017-06-02,0,0
2017-06-03,0,0
2017-06-04,0,0
2017-06-05,0,0
2017-06-06,0,0
2017-06-07,0,0
2017-06-08,0,0
2017-06-09,0,0
2017-06-10,0,0
2017-06-11,0,0
2017-06-12,0,0
2017-06-13,0,0
2017-06-14,0,0
2017-06-15,0,0
2017-06-16,0,0
2017-06-17,0,0
2017-06-18,0,0
2017-06-19,0,0
2017-06-20,0,0
2017-06-21,0,0
2017-06-22,0,0
2017-06-23,0,0
2017-06-24,0,0
2017-06-25,0,0
2017-06-26,0,0
2017-06-27,0,0
2017-06-28,0,0
2017-06-29,0,0
2017-06-30,0,0
2017-07-01,0,0
2017-07-02,0,0
2017-07-03,0,0
2017-07-04,0,0
2017-07-05,0,0
2017-07-06,0,0
2017-07-07,0,0
2017-07-08,0,0
2017-07-09,0,0
2017-07-10,0,0
2017-07-11,0,0
2017-07-12,0,0
2017-07-13,0,0
2017-07-14,0,0
2017-07-15,0,0
2017-07-16,0,0
2017-07-17,0,0
2017-07-18,0,0
2017-07-19,0,0
2017-07-20,0,0
2017-07-21,0,0
2017-07-22,0,0
2017-07-23,0,0
2017-07-24,0,0
2017-07-25,0,0
2017-07-26,0,0
2017-07-27,0,0
2017-07-28,0,0
2017-07-29,0,0
2017-07-30,0,0
2017-07-31,0,0
2017-08-01,0,0
2017-08-02,0,0
2017-08-03,0,0
2017-08-04,0,0
2017-08-05,0,0
2017-08-06,0,0
2017-08-07,0,0
2017-08-08,0,0
2017-08-09,0,0
2017-08-10,0,0
2017-08-11,0,0
2017-08-12,0,0
2017-08-13,0,0
2017-08-14,0,0
2017-08-15,0,0
2017-08-16,0,0
2017-08-17,0,0
2017-08-18,0,0
2017-08-19,0,0
2017-08-20,0,0
2017-08-21,0,0
2017-08-22,0,0
2017-08-23,0,0
2017-08-24,0,0
2017-08-25,0,0
2017-08-26,0,0
2017-08-27,0,0
2017-08-28,0,0
2017-08-29,0,0
2017-08-30,0,0
2017-08-31,0,0
2017-09-01,0,0
2017-09-02,0,0
2017-09-03,0,0
2017-09-04,0,0
2017-09-05,0,0
2017-09-06,0,0
2017-09-07,0,0
2017-09-08,0,0
2017-09-09,0,0
2017-09-10,0,0
2017-09-11,0,0
2017-09-12,0,0
2017-09-13,0,0
2017-09-14,0,0
2017-09-15,0,0
2017-09-16,0,0
2017-09-17,0,0
2017-09-18,0,0
2017-09-19,0,0
2017-09-20,0,0
2017-09-21,0,0
2017-09-22,0,0
2017-09-23,0,0
2017-09-24,0,0
2017-09-25,0,0
2017-09-26,0,0
2017-09-27,0,0
2017-09-28,0,0
2017-09-29,0,0
2017-09-30,0,0
2017-10-01,0,0
2017-10-02,0,0
2017-10-03,0,0
2017-10-04,0,0
2017-10-05,0,0
2017-10-06,0,0
2017-10-07,0,0
2017-10-08,0,0
2017-10-09,0,0
2017-10-10,0,0
2017-10-11,0,0
2017-10-12,0,0
2017-10-13,0,5
2017-10-14,5,8
2017-10-15,3,8
2017-10-16,3,5
2017-10-17,3,5
2017-10-18,0,0
2017-10-19,0,0
2017-10-20,0,0
2017-10-21,13,15
2017-10-22,15,36
2017-10-23,3,25
2017-10-24,5,23
2017-10-25,5,25
2017-10-26,3,25
2017-10-27,3,18
2017-10-28,3,18
2017-10-29,3,15
2017-10-30,3,15
2017-10-31,3,8
2017-11-01,0,0
2017-11-02,0,0
2017-11-03,0,0
2017-11-04,15,10
2017-11-05,10,10
2017-11-06,20,23
2017-11-07,18,23
2017-11-08,20,28
2017-11-09,18,33
2017-11-10,15,33
2017-11-11,23,46
2017-11-12,23,46
2017-11-13,23,46
2017-11-14,23,48
2017-11-15,28,53
2017-11-16,33,71
2017-11-17,25,69
2017-11-18,33,69
2017-11-19,30,69
2017-11-20,30,71
2017-11-21,25,79
2017-11-22,18,71
2017-11-23,15,61
2017-11-24,10,51
2017-11-25,10,43
2017-11-26,8,41
2017-11-27,5,30
2017-11-28,8,33
2017-11-29,8,33
2017-11-30,8,33
2017-12-01,8,33
2017-12-02,8,38
2017-12-03,8,38
2017-12-04,36,71
2017-12-05,33,71
2017-12-06,30,71
2017-12-07,30,71
2017-12-08,28,71
2017-12-09,28,71
2017-12-10,28,71
2017-12-11,28,71
2017-12-12,28,74
2017-12-13,25,76
2017-12-14,28,79
2017-12-15,28,79
2017-12-16,28,79
2017-12-17,28,79
2017-12-18,28,79
2017-12-19,28,79
2017-12-20,28,81
2017-12-21,41,94
2017-12-22,38,94
2017-12-23,48,104
2017-12-24,58,104
2017-12-25,58,119
2017-12-26,56,122
2017-12-27,56,124
2017-12-28,56,127
2017-12-29,53,130
2017-12-30,51,130
2017-12-31,51,130
2018-01-01,51,130
2018-01-02,51,130
2018-01-03,51,130
2018-01-04,51,130
2018-01-05,48,132
2018-01-06,48,137
2018-01-07,46,137
2018-01-08,46,137
2018-01-09,46,137
2018-01-10,46,147
2018-01-11,46,147
2018-01-12,58,163
2018-01-13,61,168
2018-01-14,58,168
2018-01-15,58,168
2018-01-16,56,168
2018-01-17,58,173
2018-01-18,58,173
2018-01-19,69,185
2018-01-20,74,193
2018-01-21,71,196
2018-01-22,74,201
2018-01-23,81,208
2018-01-24,79,213
2018-01-25,79,213
2018-01-26,84,221
2018-01-27,91,231
2018-01-28,102,254
2018-01-29,97,254
2018-01-30,94,254
2018-01-31,91,254
2018-02-01,91,254
2018-02-02,91,254
2018-02-03,84,251
2018-02-04,81,251
2018-02-05,76,249
2018-02-06,76,249
2018-02-07,76,246
2018-02-08,76,246
2018-02-09,74,244
2018-02-10,76,244
2018-02-11,76,244
2018-02-12,74,239
2018-02-13,76,239
2018-02-14,74,239
2018-02-15,94,251
2018-02-16,91,254
2018-02-17,97,259
2018-02-18,99,264
2018-02-19,104,264
2018-02-20,104,264
2018-02-21,104,264
2018-02-22,107,277
2018-02-23,122,277
2018-02-24,114,282
2018-02-25,124,290
2018-02-26,127,307
2018-02-27,132,310
2018-02-28,127,310
2018-03-01,124,315
2018-03-02,140,345
2018-03-03,137,345
2018-03-04,140,345
2018-03-05,137,348
2018-03-06,135,348
2018-03-07,132,351
2018-03-08,127,353
2018-03-09,124,356
2018-03-10,130,363
2018-03-11,127,363
2018-03-12,124,363
2018-03-13,122,363
2018-03-14,114,363
2018-03-15,127,371
2018-03-16,127,373
2018-03-17,140,386
2018-03-18,152,406
2018-03-19,147,409
2018-03-20,145,414
2018-03-21,142,414
2018-03-22,137,414
2018-03-23,132,417
2018-03-24,132,417
2018-03-25,132,417
2018-03-26,135,417
2018-03-27,135,419
2018-03-28,130,419
2018-03-29,127,419
2018-03-30,124,414
2018-03-31,122,406
2018-04-01,117,406
2018-04-02,114,401
2018-04-03,122,404
2018-04-04,117,409
2018-04-05,114,411
2018-04-06,112,414
2018-04-07,109,399
2018-04-08,104,386
2018-04-09,119,396
2018-04-10,112,401
2018-04-11,107,401
2018-04-12,104,401
2018-04-13,137,417
2018-04-14,130,422
2018-04-15,122,422
2018-04-16,117,422
2018-04-17,122,422
2018-04-18,122,422
2018-04-19,117,424
2018-04-20,112,414
2018-04-21,107,396
2018-04-22,104,381
2018-04-23,99,363
2018-04-24,94,340
2018-04-25,89,323
2018-04-26,81,300
2018-04-27,76,279
2018-04-28,69,246
2018-04-29,64,229
2018-04-30,61,221
2018-05-01,58,211
2018-05-02,51,190
2018-05-03,48,175
2018-05-04,41,147
2018-05-05,33,117
2018-05-06,23,89
2018-05-07,10,43
2018-05-08,0,0
2018-05-09,0,0
2018-05-10,0,0
2018-05-11,0,0
2018-05-12,0,0
2018-05-13,0,0
2018-05-14,0,0
2018-05-15,0,0
2018-05-16,0,0
2018-05-17,0,0
2018-05-18,0,0
2018-05-19,0,0
2018-05-20,0,0
2018-05-21,0,0
2018-05-22,0,0
2018-05-23,0,0
2018-05-24,0,0
2018-05-25,0,0
2018-05-26,0,0
2018-05-27,0,0
2018-05-28,0,0
2018-05-29,0,0
2018-05-30,0,0
2018-05-31,0,0
2018-06-01,0,0
2018-06-02,0,0
2018-06-03,0,0
2018-06-04,0,0
2018-06-05,0,0
2018-06-06,0,0
2018-06-07,0,0
2018-06-08,0,0
2018-06-09,0,0
2018-06-10,0,0
2018-06-11,0,0
2018-06-12,0,0
2018-06-13,0,0
2018-06-14,0,0
2018-06-15,0,0
2018-06-16,0,0
2018-06-17,0,0
2018-06-18,0,0
2018-06-19,0,0
2018-06-20,0,0
2018-06-21,0,0
2018-06-22,0,0
2018-06-23,0,0
2018-06-24,0,0
2018-06-25,0,0
2018-06-26,0,0
2018-06-27,0,0
2018-06-28,0,0
2018-06-29,0,0
2018-06-30,0,0
2018-07-01,0,0
2018-07-02,0,0
2018-07-03,0,0
2018-07-04,0,0
2018-07-05,0,0
2018-07-06,0,0
2018-07-07,0,0
2018-07-08,0,0
2018-07-09,0,0
2018-07-10,0,0
2018-07-11,0,0
2018-07-12,0,0
2018-07-13,0,0
2018-07-14,0,0
2018-07-15,0,0
2018-07-16,0,0
2018-07-17,0,0
2018-07-18,0,0
2018-07-19,0,0
2018-07-20,0,0
2018-07-21,0,0
2018-07-22,0,0
2018-07-23,0,0
2018-07-24,0,0
2018-07-25,0,0
2018-07-26,0,0
2018-07-27,0,0
2018-07-28,0,0
2018-07-29,0,0
2018-07-30,0,0
2018-07-31,0,0
2018-08-01,0,0
2018-08-02,0,0
2018-08-03,0,0
2018-08-04,0,0
2018-08-05,0,0
2018-08-06,0,0
2018-08-07,0,0
2018-08-08,0,0
2018-08-09,0,0
2018-08-10,0,0
2018-08-11,0,0
2018-08-12,0,0
2018-08-13,0,0
2018-08-14,0,0
2018-08-15,0,0
2018-08-16,0,0
2018-08-17,0,0
2018-08-18,0,0
2018-08-19,0,0
2018-08-20,0,0
2018-08-21,0,0
2018-08-22,0,0
2018-08-23,0,0
2018-08-24,0,0
2018-08-25,0,0
2018-08-26,0,0
2018-08-27,0,0
2018-08-28,0,0
2018-08-29,0,0
2018-08-30,0,0
2018-08-31,0,0
2018-09-01,0,0
2018-09-02,0,0
2018-09-03,0,0
2018-09-04,0,0
2018-09-05,0,0
2018-09-06,0,0
2018-09-07,0,0
2018-09-08,0,0
2018-09-09,0,0
2018-09-10,0,0
2018-09-11,0,0
2018-09-12,0,0
2018-09-13,0,0
2018-09-14,0,0
2018-09-15,0,0
2018-09-16,0,0
2018-09-17,0,0
2018-09-18,0,0
2018-09-19,0,0
2018-09-20,0,0
2018-09-21,0,0
2018-09-22,0,0
2018-09-23,0,0
2018-09-24,0,0
2018-09-25,0,0
2018-09-26,0,0
2018-09-27,0,0
2018-09-28,0,0
2018-09-29,0,0
2018-09-30,0,0
2018-10-01,0,0
2018-10-02,0,0
2018-10-03,0,0
2018-10-04,0,0
2018-10-05,0,0
2018-10-06,0,0
2018-10-07,0,0
2018-10-08,0,0
2018-10-09,0,0
2018-10-10,5,8
2018-10-11,0,0
2018-10-12,0,0
2018-10-13,0,0
2018-10-14,0,0
2018-10-15,0,0
2018-10-16,0,0
2018-10-17,0,0
2018-10-18,0,0
2018-10-19,0,0
2018-10-20,0,0
2018-10-21,0,0
2018-10-22,0,0
2018-10-23,0,0
2018-10-24,0,0
2018-10-25,0,0
2018-10-26,0,0
2018-10-27,0,0
2018-10-28,0,0
2018-10-29,0,0
2018-10-30,0,0
2018-10-31,0,0
2018-11-01,3,5
2018-11-02,3,5
2018-11-03,3,3
2018-11-04,0,0
2018-11-05,0,0
2018-11-06,0,0
2018-11-07,0,0
2018-11-08,0,0
2018-11-09,0,0
2018-11-10,3,8
2018-11-11,0,0
2018-11-12,0,0
2018-11-13,0,0
2018-11-14,3,8
2018-11-15,3,8
2018-11-16,3,8
2018-11-17,3,5
2018-11-18,3,5
2018-11-19,3,3
2018-11-20,3,8
2018-11-21,5,10
2018-11-22,5,10
2018-11-23,5,15
2018-11-24,8,33
2018-11-25,13,30
2018-11-26,13,30
2018-11-27,13,33
2018-11-28,15,41
2018-11-29,15,43
2018-11-30,15,43
2018-12-01,30,61
2018-12-02,51,84
2018-12-03,58,97
2018-12-04,56,97
2018-12-05,53,97
2018-12-06,51,97
2018-12-07,48,97
2018-12-08,46,99
2018-12-09,46,99
2018-12-10,43,102
2018-12-11,41,102
2018-12-12,41,104
2018-12-13,53,117
2018-12-14,53,119
2018-12-15,56,130
2018-12-16,53,130
2018-12-17,53,132
2018-12-18,56,145
2018-12-19,64,163
2018-12-20,61,163
2018-12-21,64,163
2018-12-22,66,163
2018-12-23,64,163
2018-12-24,66,168
2018-12-25,71,178
2018-12-26,71,178
2018-12-27,71,180
2018-12-28,71,178
2018-12-29,69,180
2018-12-30,71,188
2018-12-31,84,203
2019-01-01,81,203
2019-01-02,79,203
2019-01-03,79,203
2019-01-04,76,206
2019-01-05,76,208
2019-01-06,74,208
2019-01-07,94,231
2019-01-08,97,241
2019-01-09,94,244
2019-01-10,89,246
2019-01-11,89,246
2019-01-12,86,246
2019-01-13,86,246
2019-01-14,86,246
2019-01-15,86,246
2019-01-16,89,251
2019-01-17,91,262
2019-01-18,104,277
2019-01-19,107,287
2019-01-20,117,305
2019-01-21,102,305
2019-01-22,104,305
2019-01-23,102,305
2019-01-24,107,307
2019-01-25,107,307
2019-01-26,104,307
2019-01-27,104,307
2019-01-28,102,307
2019-01-29,102,307
2019-01-30,102,307
2019-01-31,102,307
2019-02-01,99,307
2019-02-02,102,310
2019-02-03,109,330
2019-02-04,130,368
2019-02-05,147,394
2019-02-06,145,394
2019-02-07,142,394
2019-02-08,140,394
2019-02-09,145,396
2019-02-10,160,417
2019-02-11,160,422
2019-02-12,175,437
2019-02-13,173,447
2019-02-14,190,480
2019-02-15,198,513
2019-02-16,198,526
2019-02-17,203,536
2019-02-18,198,538
2019-02-19,193,538
2019-02-20,198,544
2019-02-21,203,554
2019-02-22,206,559
2019-02-23,198,556
2019-02-24,211,574
2019-02-25,226,607
2019-02-26,239,632
2019-02-27,241,655
2019-02-28,239,683
2019-03-01,239,691
2019-03-02,231,691
2019-03-03,226,691
2019-03-04,226,691
2019-03-05,224,691
2019-03-06,226,701
2019-03-07,224,709
2019-03-08,229,721
2019-03-09,224,719
2019-03-10,226,719
2019-03-11,221,719
2019-03-12,221,726
2019-03-13,239,737
2019-03-14,236,737
2019-03-15,231,739
2019-03-16,229,742
2019-03-17,224,744
2019-03-18,221,747
2019-03-19,218,744
2019-03-20,213,749
2019-03-21,208,744
2019-03-22,206,744
2019-03-23,201,747
2019-03-24,203,759
2019-03-25,211,775
2019-03-26,203,780
2019-03-27,201,785
2019-03-28,203,798
2019-03-29,203,805
2019-03-30,201,813
